,text,categorys,polarity
768,"The improvements to the OS have been relatively gradual, but substantive.",['OS'],positive
769,The feel of this machine compared to the old MacBook is far superior.,[],na
770,"The Unibody construction is solid, sleek and beautiful.","['DESIGN_FEATURES', 'QUALITY']",positive
771,"It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.","['DESIGN_FEATURES', 'QUALITY']",positive
772,"For the not so good, I got the stock screen - which is VERY glossy.","['DISPLAY', 'DISPLAY']",negative
773,It's still beautiful and has better color reproduction than I could ever expect from a notebook.,"['DISPLAY', 'DISPLAY']",positive
774,The reflectiveness of the display is only a minor inconvenience if you work in a controlled-lighting environment like me (I prefer it dark) or if you can crank up the brightness.,"['DISPLAY', 'DISPLAY']",neutral
775,My real problem with it?,[],na
776,The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,['BATTERY'],negative
777,I challenge anyone to show proof that through anywhere near normal use can get more than 2.5 hrs out of it.,['BATTERY'],negative
778,The first full charge of this battery got me only about 2 full hours.,['BATTERY'],negative
779,Enabling the battery timer is useless.,['BATTERY'],negative
780,"The ""Time remaining"" goes from 4 hours plus to less than 2 hours over the span of about 10 minutes.",['BATTERY'],negative
781,It's a joke.,[],na
782,It's so bad that I'm thinking I only got half a battery or something.,['BATTERY'],negative
783,I know what 7 hrs of battery looks like.,['BATTERY'],negative
784,This ain't it.,[],na
785,My only other complaint is that it gets really hot.:-),['QUALITY'],positive
786,"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.","['BATTERY', 'GENERAL']",mixed
787,"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).","['GENERAL', 'CPU', 'DESIGN_FEATURES', 'USABILITY']",mixed
788,Other than that its a great performing machine and well meets all my needs and more.,"['OPERATION_PERFORMANCE', 'GENERAL']",positive
789,Great product by Apple with the new great looking design.,"['GENERAL', 'DESIGN_FEATURES', 'COMPANY']",positive
790,"This computer was bought because I wanted ""top of the line"", fast, reliable, HA.",[],na
791,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.","['HARD_DISC', 'MOTHERBOARD', 'OPTICAL_DRIVES', 'SUPPORT', 'QUALITY']",negative
792,"It was slow, locked up, and also had hardware replaced after only 2 months!","['OPERATION_PERFORMANCE', 'HARDWARE']",negative
793,"So, buyers beware!",['GENERAL'],negative
794,My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,[],na
795,So we exchanged it for the same on and after 2 hours it didn't work.,[],na
796,I went with him and we picked this one.,[],na
797,"It is made better, thicker, and all out tough!","['QUALITY', 'DESIGN_FEATURES']",positive
798,I droped this once from thetable when my baby girl grabed me one day and IT is still working with NO issues!,['QUALITY'],positive
799,"I love the easy to see screen, and It works well for work, persoal or just play.","['DISPLAY', 'MISCELLANEOUS']",positive
800,I tell everyone I see out looking to get this or another Toshiba.,"['GENERAL', 'COMPANY']",positive
801,"My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!",[],na
802,My friends or children use that when they need to borrow the Net =) When I out grow this Meaning when its old and my oldest child is ready for one she will get this one ANd I will be buying only TOSHIBA!,['COMPANY'],positive
803,"I just love this lap top, I just wish it were all silver or they had all black.","['GENERAL', 'DESIGN_FEATURES']",mixed
804,That is my only complaint!,['DESIGN_FEATURES'],negative
805,LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,"['GENERAL', 'PRICE']",positive
806,WOULD PAY MORE FOR IT IF I HAD TOO!,"['GENERAL', 'PRICE']",positive
807,I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,[],na
808,It still serves me well both in business and home needs.,[],na
809,"It is, however, very heavy.",[],na
810,I recently purchased the mini and absolutely love it!,['GENERAL'],positive
811,It meets all my needs for work and pleasure while traveling.,"['MISCELLANEOUS', 'PORTABILITY']",positive
812,I am totally satisfied with my little toshie!,['GENERAL'],positive
813,From the moment I opened the box to the present it has been a great joy.,['GENERAL'],positive
814,"It is always reliable, never bugged and responds well.","['QUALITY', 'OPERATION_PERFORMANCE']",positive
815,I love the operating system and the preloaded software.,"['OS', 'SOFTWARE']",positive
816,I am a freelance graphic artist.,[],na
817,I need graphic power to run my Adobe Creative apps efficiently.,[],na
818,This machine delivers.,['OPERATION_PERFORMANCE'],positive
819,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,[],na
820,It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.,['DESIGN_FEATURES'],positive
821,I personally like the gaming look but needed a machine that delivered gaming performance while still looking professional in front of my customers.,[],na
822,It is a bit heavy.,['DESIGN_FEATURES'],negative
823,It would be a load on long trips where a lot of walking is required.,['PORTABILITY'],negative
824,"If that is the case for you, I would suggest a pull-behind solution when looking at cases.",[],na
825,Had some trouble finding a case that it would fit in.,['DESIGN_FEATURES'],negative
826,"This is an over-sized, 18-inch laptop.",['DESIGN_FEATURES'],negative
827,Most of the large bags are for a 17 inch.,[],na
828,You may need to special order a bag.,[],na
829,It wouldn't fit in most 17-inch bags.,['PORTABILITY'],negative
830,I was disappointed when I realized that the keyboard doesn't light up on this model.,['KEYBOARD'],negative
831,It also does not have bluetooth.,['DESIGN_FEATURES'],negative
832,Pay attention to the specs if you want these options.,[],na
833,You'll need to upgrade and pay a little more for them.,['DESIGN_FEATURES'],negative
834,I should have been more observant.,[],na
835,"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",['DESIGN_FEATURES'],negative
836,They are not.,[],na
837,"Overall, still a very nice machine.",['GENERAL'],positive
838,Boots up fast and runs great!,['OPERATION_PERFORMANCE'],positive
839,I'm pleased.,['GENERAL'],positive
840,The acer one compuer is a great computer.,['GENERAL'],positive
841,I didn't want to buy a generic brand computer but it is really nice.,"['GENERAL', 'COMPANY']",mixed
842,"Its fast, has High definition quality in the videos.","['OPERATION_PERFORMANCE', 'DISPLAY']",positive
843,The pictures are clear as can be.,['DISPLAY'],positive
844,"If I had to buy another computer, I would most definetly buy an acer one computer.","['GENERAL', 'COMPANY']",positive
845,"Heck, if I had enough ' money, I would but it as a gift for someone.",['GENERAL'],positive
846,Im glad that it has such great features in it.,['DESIGN_FEATURES'],positive
847,It also came with a built it web cam which is great because I can see an communicate with my family members back home.,['DESIGN_FEATURES'],positive
848,Clear picture on it and everything.,['DISPLAY'],positive
849,"The one down side to it is that when I play a certin game on here, it tends to freeze up sometimes, but thats the only bad thing about this computer.","['OPERATION_PERFORMANCE', 'GENERAL']",mixed
850,"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.","['DISPLAY', 'PORTABILITY']",mixed
851,Its good for playing my apps on Facebook or watching movies.,['MISCELLANEOUS'],positive
852,Im very happy with this computer!,['GENERAL'],positive
853,"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.",[],na
854,It's solid.,['QUALITY'],positive
855,Love the stability of the Mac software and operating system.,"['SOFTWARE', 'OS']",positive
856,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,"['SOFTWARE', 'SOFTWARE', 'SOFTWARE']",negative
857,It seems to be incompatible with everything else.,['SOFTWARE'],negative
858,But the machine is awesome and iLife is great and I love Snow Leopard X.,"['GENERAL', 'SOFTWARE', 'OS']",positive
859,i love to use it it is esay and light.,"['GENERAL', 'USABILITY', 'DESIGN_FEATURES']",positive
860,this laptop is durable and it is easy to travel with.,"['QUALITY', 'PORTABILITY']",positive
861,i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,['PORTABILITY'],positive
862,this laptop is great for work and doing my pictures.,['MISCELLANEOUS'],positive
863,"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",['OPERATION_PERFORMANCE'],positive
864,the programs are esay to use and are quick to process this computer works like a charm.,"['SOFTWARE', 'SOFTWARE', 'OPERATION_PERFORMANCE']",positive
865,i can use it for all of my needs.,['GENERAL'],positive
866,i give this laptop a five star review i love it and it has done chams for me.,['GENERAL'],positive
867,if this computer every breaks down on me i will most definatly get the same one again.,['GENERAL'],positive
868,i think that anyone looking for a good durrable laptop then this is the way to go.,"['QUALITY', 'GENERAL']",positive
869,From the second you open the box you will fall in love with this computer!,['GENERAL'],positive
870,The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,"['OS', 'OS']",positive
